Posição,Sexo,Categoria,Posição na Categoria,Tempo Final,Tempo Bruto  ,Ritmo,Velocidade
362.,Feminino,35-39,19,0:58:33.11,1:00:49.89,5:52,
363.,Masculino,45-49,35,0:58:33.35,1:03:06.70,5:52,
364.,Feminino,40-44,12,0:58:34.99,1:00:47.55,5:52,
365.,Masculino,40-44,36,0:58:35.10,1:05:16.33,5:52,
366.,Feminino,40-44,13,0:58:36.18,1:01:44.06,5:52,
367.,Masculino,18-24,11,0:58:37.73,1:02:23.28,5:52,
368.,Masculino,25-34,67,0:58:37.91,1:02:34.09,5:52,
369.,Masculino,70-74,1,0:58:39.10,0:58:58.49,5:52,
370.,Masculino,60-64,21,0:58:42.46,0:58:58.72,5:52,
371.,Feminino,50-54,4,0:58:44.40,0:58:55.87,5:52,
372.,Masculino,50-54,23,0:58:44.72,1:01:03.33,5:52,
373.,Feminino,35-39,20,0:58:47.70,1:02:54.16,5:53,
374.,Feminino,25-34,21,0:58:50.40,1:03:58.25,5:53,
375.,Feminino,35-39,21,0:58:51.40,1:03:32.62,5:53,
376.,Masculino,18-24,12,0:58:51.50,0:59:49.11,5:53,
377.,Masculino,35-39,65,0:58:51.77,0:59:50.36,5:53,
378.,Feminino,18-24,3,0:58:53.15,0:59:24.42,5:53,
379.,Feminino,50-54,5,0:58:53.48,1:04:49.48,5:53,
380.,Feminino,25-34,22,0:58:54.11,1:04:23.72,5:53,
381.,Feminino,25-34,23,0:58:55.59,0:59:19.47,5:53,
382.,Masculino,40-44,37,0:58:56.28,1:02:07.48,5:53,
383.,Masculino,35-39,66,0:58:59.24,1:03:45.96,5:54,
384.,Masculino,50-54,24,0:58:59.54,1:01:39.69,5:54,
385.,Feminino,25-34,24,0:59:00.01,1:06:20.57,5:54,
386.,Masculino,55-59,16,0:59:00.05,1:00:15.43,5:54,
387.,Masculino,25-34,68,0:59:08.43,1:00:25.16,5:55,
388.,Masculino,25-34,69,0:59:09.65,1:04:13.03,5:55,
389.,Feminino,25-34,25,0:59:10.44,1:06:43.59,5:55,
390.,Masculino,45-49,36,0:59:11.79,1:00:53.69,5:55,
391.,Masculino,40-44,38,0:59:11.91,1:01:05.14,5:55,
392.,Masculino,45-49,37,0:59:12.61,0:59:59.50,5:55,
393.,Masculino,35-39,67,0:59:13.34,1:07:08.10,5:55,
394.,Feminino,25-34,26,0:59:14.32,1:07:39.15,5:55,
395.,Feminino,25-34,27,0:59:15.48,1:00:56.05,5:55,
396.,Masculino,40-44,39,0:59:17.43,0:59:50.45,5:56,
397.,Masculino,60-64,22,0:59:19.64,1:01:09.08,5:56,
398.,Masculino,50-54,25,0:59:21.83,1:07:43.21,5:56,
399.,Masculino,40-44,40,0:59:22.39,1:07:29.29,5:56,
400.,Masculino,35-39,68,0:59:27.10,1:04:55.68,5:56,
401.,Feminino,25-34,28,0:59:29.04,1:10:36.61,5:57,
402.,Feminino,25-34,29,0:59:32.21,1:05:56.37,5:57,
403.,Masculino,35-39,69,0:59:32.43,1:00:08.99,5:57,
404.,Feminino,35-39,22,0:59:33.53,1:01:32.51,5:58,
405.,Masculino,35-39,70,0:59:33.74,1:00:52.48,5:58,
406.,Feminino,25-34,30,0:59:37.47,1:00:53.60,5:58,
407.,Masculino,35-39,71,0:59:38.10,1:04:21.31,5:58,
408.,Masculino,45-49,38,0:59:38.32,1:00:40.18,5:58,
409.,Masculino,55-59,17,0:59:39.93,1:00:06.03,5:58,
410.,Masculino,35-39,72,0:59:42.34,1:04:33.15,5:58,
411.,Feminino,10K-PRFF,2,0:59:42.82,1:03:52.26,5:58,
412.,Masculino,25-34,70,0:59:45.70,1:05:59.97,5:59,
413.,Masculino,25-34,71,0:59:46.03,1:07:05.67,5:59,
414.,Masculino,70-74,2,0:59:46.72,1:00:00.28,5:59,
415.,Masculino,40-44,41,0:59:49.16,1:03:30.16,5:59,
416.,Masculino,45-49,39,0:59:51.18,1:00:38.32,5:59,
417.,Feminino,45-49,10,0:59:51.49,1:07:24.55,5:59,
418.,Masculino,45-49,40,0:59:52.00,1:03:32.98,5:59,
419.,Masculino,35-39,73,0:59:59.89,1:01:47.91,6:00,
420.,Feminino,40-44,14,1:00:00.11,1:02:54.28,6:00,
421.,Feminino,40-44,15,1:00:00.66,1:01:46.14,6:00,
422.,Masculino,35-39,74,1:00:01.66,1:04:54.23,6:00,
423.,Masculino,45-49,41,1:00:02.15,1:01:29.70,6:00,
424.,Masculino,35-39,75,1:00:05.47,1:01:12.31,6:01,
425.,Masculino,55-59,18,1:00:06.25,1:04:46.46,6:01,
426.,Feminino,65-69,1,1:00:08.24,1:00:42.29,6:01,
427.,Masculino,25-34,72,1:00:10.21,1:07:02.32,6:01,
428.,Feminino,45-49,11,1:00:10.90,1:00:54.34,6:01,
429.,Masculino,40-44,42,1:00:14.52,1:00:36.95,6:01,
430.,Feminino,25-34,31,1:00:14.71,1:07:16.16,6:01,
431.,Feminino,40-44,16,1:00:15.69,1:05:37.56,6:01,
432.,Feminino,35-39,23,1:00:22.51,1:02:25.42,6:02,
433.,Masculino,25-34,73,1:00:24.37,1:02:53.07,6:02,
434.,Feminino,25-34,32,1:00:27.37,1:02:53.58,6:02,
435.,Feminino,45-49,12,1:00:29.85,1:00:41.57,6:03,
436.,Masculino,40-44,43,1:00:31.05,1:03:15.88,6:03,
437.,Masculino,35-39,76,1:00:32.96,1:08:00.31,6:03,
438.,Masculino,60-64,23,1:00:35.02,1:07:25.76,6:04,
439.,Masculino,40-44,44,1:00:36.93,1:02:10.60,6:04,
440.,Feminino,25-34,33,1:00:40.00,1:02:12.23,6:04,
441.,Masculino,40-44,45,1:00:43.41,1:01:30.61,6:04,
442.,Feminino,35-39,24,1:00:44.08,1:06:52.40,6:04,
443.,Masculino,60-64,24,1:00:44.58,1:04:25.80,6:04,
444.,Masculino,40-44,46,1:00:49.42,1:06:06.59,6:05,
445.,Feminino,35-39,25,1:00:50.64,1:06:46.36,6:05,
446.,Masculino,50-54,26,1:00:50.69,1:03:26.96,6:05,
447.,Masculino,25-34,74,1:00:51.21,1:04:27.31,6:05,
448.,Masculino,50-54,27,1:00:51.24,1:06:10.87,6:05,
449.,Masculino,35-39,77,1:00:51.85,1:01:43.56,6:05,
450.,Masculino,25-34,75,1:00:53.39,1:03:55.12,6:05,
451.,Masculino,40-44,47,1:00:53.78,1:03:01.06,6:05,
452.,Feminino,50-54,6,1:01:02.01,1:01:38.58,6:06,
453.,Masculino,25-34,76,1:01:06.62,1:03:32.34,6:07,
454.,Feminino,45-49,13,1:01:09.18,1:02:38.46,6:07,
455.,Feminino,18-24,4,1:01:10.80,1:09:19.71,6:07,
456.,Masculino,25-34,77,1:01:11.54,1:04:55.22,6:07,
457.,Feminino,45-49,14,1:01:14.17,1:04:59.81,6:07,
458.,Feminino,45-49,15,1:01:15.36,1:03:39.67,6:07,
459.,Masculino,65-69,11,1:01:15.76,1:02:07.86,6:07,
460.,Feminino,25-34,34,1:01:16.71,1:01:39.48,6:08,
461.,Feminino,45-49,16,1:01:17.56,1:01:52.29,6:08,
462.,Masculino,65-69,12,1:01:20.25,1:07:52.01,6:08,
463.,Masculino,35-39,78,1:01:22.82,1:04:07.50,6:08,
464.,Masculino,35-39,79,1:01:24.39,1:09:37.34,6:08,
465.,Feminino,45-49,17,1:01:28.27,1:03:02.80,6:09,
466.,Masculino,45-49,42,1:01:28.92,1:05:11.88,6:09,
467.,Feminino,35-39,26,1:01:31.66,1:03:41.47,6:09,
468.,Feminino,45-49,18,1:01:35.08,1:07:36.04,6:10,
469.,Masculino,40-44,48,1:01:35.90,1:08:49.10,6:10,
470.,Masculino,40-44,49,1:01:40.82,1:02:16.38,6:10,
471.,Masculino,70-74,3,1:01:41.41,1:02:46.06,6:10,
472.,Masculino,45-49,43,1:01:44.28,1:05:32.10,6:10,
473.,Masculino,18-24,13,1:01:44.70,1:08:40.89,6:10,
474.,Feminino,18-24,5,1:01:51.88,1:08:55.69,6:11,
475.,Masculino,35-39,80,1:01:52.41,1:08:46.07,6:11,
476.,Feminino,50-54,7,1:01:52.57,1:07:22.87,6:11,
477.,Masculino,25-34,78,1:01:56.76,1:08:11.38,6:11,
478.,Feminino,10K-PRFF,3,1:01:59.89,1:04:55.67,6:12,
479.,Feminino,25-34,35,1:02:02.48,1:09:00.80,6:12,
480.,Feminino,45-49,19,1:02:02.89,1:03:59.19,6:12,
481.,Masculino,35-39,81,1:02:03.82,1:09:12.47,6:12,
482.,Masculino,55-59,19,1:02:04.15,1:05:27.20,6:13,
483.,Masculino,40-44,50,1:02:04.20,1:03:36.68,6:13,
484.,Masculino,45-49,44,1:02:06.74,1:06:14.91,6:13,
485.,Masculino,35-39,82,1:02:07.51,1:04:09.81,6:13,
486.,Feminino,40-44,17,1:02:08.02,1:06:15.87,6:13,
487.,Feminino,25-34,36,1:02:08.37,1:05:37.44,6:13,
488.,Masculino,35-39,83,1:02:09.46,1:05:34.97,6:13,
489.,Masculino,35-39,84,1:02:12.14,1:07:34.40,6:13,
490.,Feminino,25-34,37,1:02:12.33,1:02:40.85,6:13,
491.,Feminino,35-39,27,1:02:13.43,1:03:47.17,6:13,
492.,Feminino,40-44,18,1:02:13.46,1:02:42.03,6:13,
493.,Feminino,35-39,28,1:02:15.78,1:11:42.79,6:13,
494.,Masculino,50-54,28,1:02:17.06,1:02:44.51,6:14,
495.,Masculino,35-39,85,1:02:18.37,1:09:07.61,6:14,
496.,Masculino,35-39,86,1:02:18.52,1:06:57.58,6:14,
497.,Masculino,40-44,51,1:02:20.72,1:06:10.10,6:14,
498.,Masculino,25-34,79,1:02:21.30,1:06:10.25,6:14,
499.,Feminino,35-39,29,1:02:22.23,1:07:36.50,6:14,
500.,Masculino,40-44,52,1:02:22.98,1:06:10.10,6:14,
501.,Masculino,50-54,29,1:02:24.02,1:06:12.64,6:14,
502.,Feminino,18-24,6,1:02:25.48,1:05:39.87,6:14,
503.,Feminino,25-34,38,1:02:26.90,1:06:35.34,6:14,
504.,Feminino,25-34,39,1:02:35.53,1:04:25.04,6:16,
505.,Feminino,35-39,30,1:02:36.39,1:04:03.31,6:16,
506.,Masculino,50-54,30,1:02:36.87,1:05:37.11,6:16,
507.,Feminino,25-34,40,1:02:37.70,1:07:30.35,6:16,
508.,Masculino,25-34,80,1:02:41.57,1:09:24.06,6:16,
509.,Masculino,35-39,87,1:02:41.68,1:11:09.63,6:16,
510.,Masculino,40-44,53,1:02:42.28,1:10:08.79,6:16,
511.,Masculino,35-39,88,1:02:42.55,1:03:37.78,6:16,
512.,Masculino,40-44,54,1:02:44.71,1:05:20.46,6:16,
513.,Feminino,40-44,19,1:02:45.88,1:08:05.35,6:17,
514.,Masculino,50-54,31,1:02:48.92,1:03:32.98,6:17,
515.,Feminino,25-34,41,1:02:49.65,1:08:24.86,6:17,
516.,Masculino,40-44,55,1:02:49.92,1:09:15.01,6:17,
517.,Feminino,25-34,42,1:02:49.96,1:09:14.82,6:17,
518.,Feminino,25-34,43,1:02:50.49,1:03:19.74,6:17,
519.,Masculino,35-39,89,1:02:51.86,1:09:21.89,6:17,
520.,Masculino,45-49,45,1:02:52.72,1:09:14.06,6:17,
521.,Feminino,25-34,44,1:02:53.60,1:03:29.72,6:17,
522.,Masculino,40-44,56,1:02:54.37,1:05:57.93,6:17,
523.,Masculino,55-59,20,1:02:54.71,1:04:27.48,6:17,
524.,Masculino,40-44,57,1:02:54.95,1:04:15.40,6:17,
525.,Feminino,40-44,20,1:02:55.35,1:04:15.29,6:17,
526.,Masculino,40-44,58,1:02:59.34,1:09:00.79,6:18,
527.,Feminino,25-34,45,1:03:00.19,1:04:02.12,6:18,
528.,Masculino,55-59,21,1:03:01.02,1:08:00.90,6:18,
529.,Masculino,60-64,25,1:03:02.94,1:03:25.44,6:18,
530.,Masculino,40-44,59,1:03:03.99,1:05:49.73,6:18,
531.,Masculino,25-34,81,1:03:04.36,1:03:25.42,6:19,
532.,Feminino,45-49,20,1:03:09.15,1:08:59.64,6:19,
533.,Masculino,25-34,82,1:03:10.51,1:08:14.91,6:19,
534.,Feminino,25-34,46,1:03:10.94,1:03:48.22,6:19,
535.,Feminino,25-34,47,1:03:12.74,1:10:11.08,6:19,
536.,Masculino,25-34,83,1:03:13.69,1:07:20.12,6:19,
537.,Feminino,45-49,21,1:03:14.42,1:10:47.20,6:19,
538.,Feminino,40-44,21,1:03:14.87,1:05:23.20,6:19,
539.,Feminino,45-49,22,1:03:19.68,1:07:53.16,6:20,
540.,Masculino,25-34,84,1:03:22.12,1:04:17.25,6:20,
541.,Masculino,25-34,85,1:03:23.20,1:06:51.35,6:20,
542.,Feminino,35-39,31,1:03:24.15,1:04:18.89,6:20,
543.,Masculino,40-44,60,1:03:24.64,1:08:07.68,6:20,
544.,Masculino,25-34,86,1:03:25.35,1:10:20.18,6:20,
545.,Masculino,25-34,87,1:03:26.01,1:03:43.32,6:20,
546.,Masculino,55-59,22,1:03:28.55,1:07:33.71,6:21,
547.,Masculino,40-44,61,1:03:28.82,1:04:23.72,6:21,
548.,Masculino,25-34,88,1:03:30.25,1:12:52.95,6:21,
549.,Masculino,25-34,89,1:03:31.05,1:12:52.47,6:21,
550.,Feminino,35-39,32,1:03:37.11,1:07:44.32,6:22,
551.,Masculino,40-44,62,1:03:40.05,1:07:45.11,6:22,
552.,Feminino,45-49,23,1:03:41.49,1:10:18.40,6:22,
553.,Feminino,45-49,24,1:03:42.62,1:09:20.90,6:22,
554.,Feminino,25-34,48,1:03:44.38,1:09:20.98,6:22,
555.,Masculino,60-64,26,1:03:45.51,1:05:45.90,6:23,
556.,Masculino,55-59,23,1:03:46.19,1:05:42.47,6:23,
557.,Feminino,40-44,22,1:03:46.78,1:05:05.71,6:23,
558.,Feminino,45-49,25,1:03:48.66,1:08:51.32,6:23,
559.,Masculino,60-64,27,1:03:50.78,1:03:57.29,6:23,
560.,Masculino,40-44,63,1:03:51.08,1:06:19.51,6:23,
561.,Masculino,25-34,90,1:03:53.14,1:08:41.73,6:23,
562.,Feminino,25-34,49,1:03:54.39,1:10:58.12,6:23,
563.,Feminino,25-34,50,1:03:55.65,1:07:11.02,6:23,
564.,Feminino,25-34,51,1:03:55.82,1:10:58.95,6:23,
565.,Masculino,40-44,64,1:03:58.21,1:05:04.53,6:24,
566.,Masculino,18-24,14,1:03:58.88,1:07:48.21,6:24,
567.,Feminino,40-44,23,1:04:00.96,1:08:40.17,6:24,
568.,Masculino,25-34,91,1:04:01.62,1:04:39.53,6:24,
569.,Masculino,25-34,92,1:04:01.74,1:07:02.70,6:24,
570.,Feminino,35-39,33,1:04:02.23,1:08:48.95,6:24,
571.,Feminino,25-34,52,1:04:03.20,1:05:22.48,6:24,
572.,Masculino,25-34,93,1:04:03.22,1:08:27.56,6:24,
573.,Masculino,35-39,90,1:04:03.68,1:13:38.40,6:24,
574.,Feminino,25-34,53,1:04:04.43,1:05:07.83,6:25,
575.,Masculino,35-39,91,1:04:09.68,1:10:28.17,6:25,
576.,Masculino,40-44,65,1:04:10.32,1:04:16.90,6:25,
577.,Masculino,40-44,66,1:04:16.07,1:07:47.65,6:26,
578.,Masculino,25-34,94,1:04:16.94,1:06:20.58,6:26,
579.,Feminino,40-44,24,1:04:17.34,1:05:36.71,6:26,
580.,Masculino,25-34,95,1:04:17.88,1:08:48.33,6:26,
581.,Masculino,18-24,15,1:04:18.65,1:12:47.69,6:26,
582.,Feminino,40-44,25,1:04:20.14,1:05:36.53,6:26,
583.,Masculino,25-34,96,1:04:20.63,1:13:01.65,6:26,
584.,Masculino,35-39,92,1:04:24.32,1:08:48.79,6:26,
585.,Feminino,45-49,26,1:04:26.06,1:06:55.29,6:26,
586.,Masculino,40-44,67,1:04:26.47,1:04:56.98,6:26,
587.,Feminino,35-39,34,1:04:26.68,1:11:44.05,6:26,
588.,Masculino,25-34,97,1:04:27.46,1:06:58.79,6:26,
589.,Feminino,55-59,5,1:04:27.73,1:08:14.31,6:26,
590.,Feminino,55-59,6,1:04:27.83,1:06:56.16,6:26,
591.,Masculino,35-39,93,1:04:30.34,1:06:09.02,6:27,
592.,Feminino,40-44,26,1:04:30.69,1:08:48.54,6:27,
593.,Masculino,50-54,32,1:04:31.23,1:06:26.94,6:27,
594.,Masculino,40-44,68,1:04:31.95,1:04:53.70,6:27,
595.,Masculino,45-49,46,1:04:32.17,1:06:27.91,6:27,
596.,Feminino,25-34,54,1:04:34.69,1:06:05.91,6:28,
597.,Feminino,45-49,27,1:04:36.01,1:06:10.40,6:28,
598.,Masculino,55-59,24,1:04:38.41,1:09:30.27,6:28,
599.,Feminino,50-54,8,1:04:39.13,1:05:05.06,6:28,
600.,Masculino,45-49,47,1:04:39.31,1:08:29.06,6:28,
601.,Masculino,40-44,69,1:04:39.62,1:06:33.32,6:28,
602.,Feminino,25-34,55,1:04:42.29,1:05:38.12,6:28,
603.,Feminino,45-49,28,1:04:42.58,1:05:12.61,6:28,
604.,Masculino,45-49,48,1:04:44.69,1:06:58.43,6:28,
605.,Masculino,25-34,98,1:04:44.96,1:09:53.17,6:28,
606.,Masculino,25-34,99,1:04:51.45,1:13:33.59,6:29,
607.,Masculino,25-34,100,1:04:51.61,1:09:03.30,6:29,
608.,Masculino,60-64,28,1:04:53.09,1:04:56.45,6:29,
609.,Masculino,35-39,94,1:04:54.91,1:06:00.42,6:29,
610.,Feminino,18-24,7,1:04:54.95,1:11:10.99,6:29,
611.,Feminino,45-49,29,1:04:55.66,1:07:57.53,6:29,
612.,Feminino,35-39,35,1:05:00.64,1:05:57.91,6:30,
613.,Masculino,25-34,101,1:05:03.97,1:11:04.04,6:30,
614.,Masculino,40-44,70,1:05:05.36,1:10:24.44,6:31,
615.,Feminino,40-44,27,1:05:05.94,1:07:40.72,6:31,
616.,Masculino,55-59,25,1:05:08.03,1:12:19.80,6:31,
617.,Feminino,25-34,56,1:05:08.41,1:07:34.74,6:31,
618.,Feminino,40-44,28,1:05:09.57,1:07:53.53,6:31,
619.,Masculino,40-44,71,1:05:09.86,1:13:30.10,6:31,
620.,Feminino,25-34,57,1:05:11.88,1:05:59.00,6:31,
621.,Masculino,25-34,102,1:05:12.86,1:07:15.87,6:31,
622.,Masculino,25-34,103,1:05:14.24,1:13:54.12,6:31,
623.,Masculino,25-34,104,1:05:15.36,1:06:21.88,6:31,
624.,Feminino,45-49,30,1:05:15.93,1:06:25.41,6:31,
625.,Masculino,45-49,49,1:05:16.37,1:10:07.19,6:32,
626.,Masculino,35-39,95,1:05:19.83,1:14:22.54,6:32,
627.,Feminino,45-49,31,1:05:20.05,1:09:05.81,6:32,
628.,Masculino,35-39,96,1:05:20.11,1:10:17.08,6:32,
629.,Masculino,40-44,72,1:05:21.23,1:09:16.58,6:32,
630.,Masculino,70-74,4,1:05:22.78,1:05:49.83,6:32,
631.,Feminino,35-39,36,1:05:26.53,1:08:18.99,6:32,
632.,Masculino,50-54,33,1:05:28.20,1:09:19.67,6:33,
633.,Feminino,50-54,9,1:05:28.71,1:07:55.26,6:33,
634.,Feminino,50-54,10,1:05:29.08,1:09:20.46,6:33,
635.,Masculino,50-54,34,1:05:30.60,1:05:46.19,6:33,
636.,Feminino,50-54,11,1:05:30.94,1:12:30.64,6:33,
637.,Masculino,55-59,26,1:05:33.63,1:08:15.48,6:34,
638.,Feminino,25-34,58,1:05:34.21,1:09:27.59,6:34,
639.,Masculino,50-54,35,1:05:35.09,1:07:19.02,6:34,
640.,Feminino,25-34,59,1:05:35.93,1:09:28.49,6:34,
641.,Feminino,45-49,32,1:05:36.71,1:08:24.51,6:34,
642.,Feminino,35-39,37,1:05:39.34,1:06:48.21,6:34,
643.,Feminino,60-64,5,1:05:42.02,1:06:40.91,6:34,
644.,Masculino,50-54,36,1:05:42.27,1:06:35.57,6:34,
645.,Masculino,45-49,50,1:05:42.56,1:07:40.71,6:34,
646.,Feminino,18-24,8,1:05:43.02,1:06:37.34,6:34,
647.,Feminino,60-64,6,1:05:43.44,1:06:30.96,6:34,
648.,Masculino,50-54,37,1:05:45.43,1:06:50.52,6:35,
649.,Feminino,40-44,29,1:05:45.68,1:06:07.94,6:35,
650.,Masculino,25-34,105,1:05:49.27,1:10:06.91,6:35,
651.,Masculino,60-64,29,1:05:53.45,1:08:38.45,6:35,
652.,Masculino,35-39,97,1:05:58.10,1:11:24.87,6:36,
653.,Masculino,50-54,38,1:05:59.61,1:11:32.98,6:36,
654.,Masculino,40-44,73,1:06:01.11,1:09:46.37,6:36,
655.,Feminino,25-34,60,1:06:01.35,1:11:13.07,6:36,
656.,Feminino,35-39,38,1:06:01.62,1:13:02.70,6:36,
657.,Feminino,40-44,30,1:06:01.95,1:06:24.35,6:36,
658.,Masculino,50-54,39,1:06:03.75,1:09:24.57,6:36,
659.,Feminino,35-39,39,1:06:04.29,1:11:13.07,6:37,
660.,Feminino,35-39,40,1:06:05.47,1:13:04.23,6:37,
661.,Feminino,55-59,7,1:06:06.65,1:07:27.14,6:37,
662.,Masculino,18-24,16,1:06:06.82,1:10:42.58,6:37,
663.,Feminino,40-44,31,1:06:07.80,1:11:20.08,6:37,
664.,Masculino,50-54,40,1:06:10.68,1:11:15.26,6:37,
665.,Masculino,60-64,30,1:06:11.33,1:10:27.24,6:37,
666.,Feminino,40-44,32,1:06:16.35,1:12:53.27,6:38,
667.,Feminino,45-49,33,1:06:19.27,1:11:08.11,6:38,
668.,Masculino,18-24,17,1:06:19.93,1:10:51.32,6:38,
669.,Feminino,55-59,8,1:06:20.02,1:06:30.63,6:38,
670.,Masculino,45-49,51,1:06:20.66,1:14:47.34,6:38,
671.,Masculino,60-64,31,1:06:24.93,1:07:40.94,6:38,
672.,Feminino,45-49,34,1:06:26.45,1:07:58.81,6:38,
673.,Masculino,40-44,74,1:06:27.29,1:07:59.67,6:38,
674.,Feminino,25-34,61,1:06:27.98,1:09:48.68,6:38,
675.,Masculino,25-34,106,1:06:28.10,1:07:36.06,6:39,
676.,Masculino,40-44,75,1:06:29.96,1:12:10.65,6:39,
677.,Masculino,55-59,27,1:06:33.38,1:08:42.43,6:39,
678.,Masculino,35-39,98,1:06:35.15,1:11:25.60,6:40,
679.,Feminino,75+,1,1:06:36.62,1:12:58.94,6:40,
680.,Feminino,40-44,33,1:06:37.99,1:13:16.23,6:40,
681.,Masculino,25-34,107,1:06:38.91,1:12:24.14,6:40,
682.,Feminino,40-44,34,1:06:40.23,1:09:50.49,6:40,
683.,Masculino,25-34,108,1:06:40.73,1:06:58.44,6:40,
684.,Masculino,65-69,13,1:06:42.41,1:07:56.57,6:40,
685.,Feminino,25-34,62,1:06:46.56,1:13:28.79,6:41,
686.,Feminino,40-44,35,1:06:46.64,1:10:56.21,6:41,
687.,Feminino,40-44,36,1:06:48.48,1:13:31.04,6:41,
688.,Feminino,25-34,63,1:06:52.43,1:09:02.78,6:41,
689.,Masculino,50-54,41,1:06:52.61,1:07:00.63,6:41,
690.,Feminino,18-24,9,1:06:56.84,1:10:41.41,6:41,
691.,Masculino,55-59,28,1:06:58.60,1:10:40.86,6:42,
692.,Masculino,40-44,76,1:07:03.66,1:08:13.50,6:42,
693.,Feminino,55-59,9,1:07:09.85,1:09:35.08,6:43,
694.,Feminino,40-44,37,1:07:14.41,1:11:22.51,6:43,
695.,Masculino,60-64,32,1:07:14.80,1:09:52.34,6:43,
696.,Feminino,45-49,35,1:07:17.11,1:14:39.01,6:44,
697.,Masculino,35-39,99,1:07:21.04,1:09:26.56,6:44,
698.,Feminino,60-64,7,1:07:21.38,1:08:54.50,6:44,
699.,Feminino,35-39,41,1:07:22.14,1:08:22.54,6:44,
700.,Feminino,55-59,10,1:07:23.08,1:08:15.58,6:44,
701.,Feminino,40-44,38,1:07:24.38,1:12:01.73,6:44,
702.,Feminino,45-49,36,1:07:29.82,1:10:50.45,6:45,
703.,Masculino,25-34,109,1:07:35.30,1:14:48.46,6:46,
704.,Feminino,25-34,64,1:07:36.49,1:09:56.04,6:46,
705.,Feminino,35-39,42,1:07:42.83,1:08:35.57,6:46,
706.,Feminino,35-39,43,1:07:44.83,1:13:09.56,6:46,
707.,Masculino,55-59,29,1:07:48.16,1:08:10.03,6:47,
708.,Feminino,25-34,65,1:07:48.93,1:12:52.96,6:47,
709.,Feminino,18-24,10,1:07:51.16,1:09:54.94,6:47,
710.,Masculino,65-69,14,1:07:52.35,1:13:25.28,6:47,
711.,Masculino,25-34,110,1:07:54.10,1:14:58.97,6:47,
712.,Masculino,60-64,33,1:07:58.22,1:12:52.39,6:48,
713.,Masculino,25-34,111,1:07:58.81,1:09:11.26,6:48,
714.,Feminino,25-34,66,1:08:00.30,1:09:19.58,6:48,
715.,Masculino,55-59,30,1:08:00.99,1:11:36.05,6:48,
716.,Feminino,50-54,12,1:08:02.22,1:12:56.32,6:48,
717.,Feminino,40-44,39,1:08:03.70,1:12:01.05,6:48,
718.,Feminino,25-34,67,1:08:05.78,1:12:51.34,6:49,
719.,Masculino,18-24,18,1:08:07.47,1:13:34.24,6:49,
720.,Masculino,18-24,19,1:08:16.04,1:13:09.56,6:50,
721.,Masculino,45-49,52,1:08:17.90,1:10:42.33,6:50,
