Posição,Sexo,Categoria,Posição na Categoria,Tempo Final,Tempo Bruto  ,Ritmo,Velocidade
722.,Masculino,40-44,77,1:08:17.92,1:14:12.94,6:50,
723.,Feminino,50-54,13,1:08:19.36,1:08:43.51,6:50,
724.,Feminino,45-49,37,1:08:20.05,1:09:13.34,6:50,
725.,Feminino,35-39,44,1:08:21.08,1:10:34.65,6:50,
726.,Feminino,25-34,68,1:08:23.02,1:13:09.80,6:50,
727.,Masculino,25-34,112,1:08:27.98,1:12:06.73,6:51,
728.,Feminino,35-39,45,1:08:28.15,1:12:07.41,6:51,
729.,Masculino,25-34,113,1:08:28.19,1:12:06.22,6:51,
730.,Feminino,25-34,69,1:08:28.88,1:12:07.58,6:51,
731.,Feminino,35-39,46,1:08:35.04,1:10:53.27,6:52,
732.,Masculino,35-39,100,1:08:36.04,1:09:14.98,6:52,
733.,Feminino,25-34,70,1:08:37.26,1:09:16.35,6:52,
734.,Feminino,40-44,40,1:08:37.81,1:10:53.65,6:52,
735.,Masculino,25-34,114,1:08:37.82,1:18:33.87,6:52,
736.,Feminino,25-34,71,1:08:38.40,1:09:17.11,6:52,
737.,Feminino,35-39,47,1:08:38.52,1:12:07.68,6:52,
738.,Feminino,55-59,11,1:08:39.24,1:13:09.17,6:52,
739.,Masculino,40-44,78,1:08:40.36,1:10:14.65,6:52,
740.,Feminino,55-59,12,1:08:41.94,1:12:37.37,6:52,
741.,Masculino,40-44,79,1:08:43.52,1:15:19.39,6:52,
742.,Masculino,18-24,20,1:08:43.93,1:15:42.24,6:52,
743.,Masculino,35-39,101,1:08:45.51,1:10:53.89,6:53,
744.,Feminino,25-34,72,1:08:46.83,1:15:12.20,6:53,
745.,Feminino,40-44,41,1:08:49.68,1:14:06.78,6:53,
746.,Masculino,55-59,31,1:08:49.81,1:15:49.59,6:53,
747.,Masculino,35-39,102,1:08:52.38,1:11:02.05,6:53,
748.,Feminino,55-59,13,1:08:55.36,1:12:27.39,6:53,
749.,Masculino,45-49,53,1:08:55.80,1:13:14.37,6:53,
750.,Feminino,25-34,73,1:08:58.01,1:16:58.58,6:54,
751.,Feminino,50-54,14,1:08:59.10,1:13:01.66,6:54,
752.,Feminino,35-39,48,1:09:00.73,1:16:18.04,6:54,
753.,Masculino,18-24,21,1:09:02.47,1:10:45.66,6:54,
754.,Feminino,40-44,42,1:09:03.19,1:15:12.87,6:54,
755.,Masculino,25-34,115,1:09:04.11,1:17:20.09,6:55,
756.,Feminino,35-39,49,1:09:04.58,1:09:59.86,6:55,
757.,Feminino,40-44,43,1:09:07.34,1:11:26.83,6:55,
758.,Masculino,25-34,116,1:09:09.54,1:11:06.04,6:55,
759.,Feminino,50-54,15,1:09:09.72,1:10:30.63,6:55,
760.,Masculino,35-39,103,1:09:14.91,1:14:15.62,6:55,
761.,Masculino,18-24,22,1:09:15.05,1:15:02.40,6:55,
762.,Masculino,25-34,117,1:09:19.36,1:09:43.74,6:56,
763.,Masculino,55-59,32,1:09:22.35,1:10:46.26,6:56,
764.,Feminino,40-44,44,1:09:23.02,1:09:23.02,6:56,
765.,Feminino,25-34,74,1:09:23.60,1:10:33.18,6:56,
766.,Feminino,35-39,50,1:09:24.97,1:11:39.18,6:56,
767.,Feminino,40-44,45,1:09:25.16,1:13:19.21,6:56,
768.,Feminino,60-64,8,1:09:25.54,1:15:48.89,6:56,
769.,Masculino,25-34,118,1:09:28.60,1:13:12.91,6:57,
770.,Masculino,25-34,119,1:09:29.16,1:16:12.38,6:57,
771.,Masculino,25-34,120,1:09:31.70,1:09:31.70,6:57,
772.,Feminino,25-34,75,1:09:34.54,1:10:03.98,6:58,
773.,Masculino,18-24,23,1:09:38.00,1:13:23.99,6:58,
774.,Feminino,18-24,11,1:09:45.56,1:13:02.62,6:59,
775.,Masculino,18-24,24,1:09:45.92,1:11:28.18,6:59,
776.,Feminino,40-44,46,1:09:46.12,1:17:06.40,6:59,
777.,Masculino,35-39,104,1:09:50.23,1:14:37.22,6:59,
778.,Feminino,45-49,38,1:09:52.91,1:11:20.84,6:59,
779.,Feminino,18-24,12,1:09:53.60,1:10:09.33,6:59,
780.,Masculino,18-24,25,1:09:58.83,1:13:40.60,7:00,
781.,Feminino,35-39,51,1:10:06.46,1:14:50.34,7:01,
782.,Masculino,35-39,105,1:10:08.50,1:16:02.96,7:01,
783.,Masculino,55-59,33,1:10:09.05,1:15:36.94,7:01,
784.,Masculino,35-39,106,1:10:09.69,1:11:36.34,7:01,
785.,Feminino,45-49,39,1:10:12.12,1:16:43.51,7:01,
786.,Feminino,35-39,52,1:10:15.61,1:12:10.01,7:01,
787.,Feminino,40-44,47,1:10:17.15,1:12:11.26,7:02,
788.,Feminino,65-69,2,1:10:21.00,1:11:08.92,7:02,
789.,Feminino,55-59,14,1:10:22.79,1:11:09.24,7:02,
790.,Feminino,40-44,48,1:10:25.16,1:13:43.53,7:02,
791.,Masculino,18-24,26,1:10:25.95,1:17:10.58,7:02,
792.,Masculino,25-34,121,1:10:28.28,1:14:49.85,7:03,
793.,Feminino,25-34,76,1:10:28.92,1:12:04.57,7:03,
794.,Masculino,25-34,122,1:10:31.12,1:17:13.30,7:03,
795.,Masculino,55-59,34,1:10:31.58,1:12:04.55,7:03,
796.,Feminino,25-34,77,1:10:36.76,1:18:06.58,7:04,
797.,Feminino,55-59,15,1:10:39.30,1:15:19.38,7:04,
798.,Masculino,60-64,34,1:10:40.26,1:14:57.11,7:04,
799.,Feminino,35-39,53,1:10:45.02,1:11:06.23,7:05,
800.,Feminino,40-44,49,1:10:51.10,1:15:44.83,7:05,
801.,Feminino,40-44,50,1:10:51.63,1:18:31.80,7:05,
802.,Masculino,35-39,107,1:10:52.25,1:12:13.06,7:05,
803.,Feminino,35-39,54,1:10:53.14,1:12:12.70,7:05,
804.,Feminino,40-44,51,1:10:55.02,1:15:49.13,7:05,
805.,Feminino,40-44,52,1:10:57.02,1:19:11.45,7:06,
806.,Masculino,50-54,42,1:11:04.53,1:12:09.58,7:07,
807.,Masculino,18-24,27,1:11:20.03,1:11:20.03,7:08,
808.,Feminino,45-49,40,1:11:20.51,1:15:12.34,7:08,
809.,Feminino,40-44,53,1:11:25.98,1:17:23.87,7:08,
810.,Feminino,35-39,55,1:11:26.41,1:17:14.84,7:08,
811.,Feminino,55-59,16,1:11:26.76,1:17:24.45,7:08,
812.,Masculino,45-49,54,1:11:26.81,1:12:36.42,7:08,
813.,Masculino,35-39,108,1:11:27.85,1:14:06.89,7:08,
814.,Feminino,60-64,9,1:11:29.44,1:12:02.80,7:09,
815.,Masculino,40-44,80,1:11:35.83,1:20:09.47,7:10,
816.,Feminino,25-34,78,1:11:35.86,1:16:43.41,7:10,
817.,Feminino,25-34,79,1:11:36.60,1:15:56.48,7:10,
818.,Masculino,40-44,81,1:11:36.80,1:20:11.36,7:10,
819.,Masculino,25-34,123,1:11:37.96,1:20:10.43,7:10,
820.,Masculino,65-69,15,1:11:41.28,1:15:43.78,7:10,
821.,Masculino,60-64,35,1:11:41.65,1:17:22.25,7:10,
822.,Feminino,25-34,80,1:11:43.82,1:13:17.81,7:10,
823.,Feminino,45-49,41,1:11:49.91,1:19:22.20,7:11,
824.,Feminino,25-34,81,1:11:52.34,1:17:22.82,7:11,
825.,Masculino,35-39,109,1:11:57.25,1:17:53.74,7:12,
826.,Masculino,65-69,16,1:11:58.92,1:15:06.07,7:12,
827.,Feminino,40-44,54,1:11:59.87,1:13:43.85,7:12,
828.,Masculino,45-49,55,1:12:02.26,1:16:01.76,7:12,
829.,Feminino,25-34,82,1:12:03.73,1:17:14.08,7:12,
830.,Feminino,55-59,17,1:12:07.40,1:14:01.34,7:13,
831.,Feminino,40-44,55,1:12:10.25,1:18:50.03,7:13,
832.,Feminino,40-44,56,1:12:11.91,1:18:50.04,7:13,
833.,Masculino,65-69,17,1:12:12.54,1:14:28.89,7:13,
834.,Feminino,40-44,57,1:12:13.23,1:16:32.06,7:13,
835.,Masculino,40-44,82,1:12:19.29,1:12:32.51,7:14,
836.,Feminino,35-39,56,1:12:19.36,1:18:28.85,7:14,
837.,Feminino,45-49,42,1:12:21.89,1:13:52.42,7:14,
838.,Feminino,50-54,16,1:12:26.87,1:20:31.18,7:14,
839.,Masculino,55-59,35,1:12:27.76,1:15:38.13,7:14,
840.,Feminino,25-34,83,1:12:29.26,1:20:22.12,7:15,
841.,Masculino,18-24,28,1:12:30.54,1:13:54.47,7:15,
842.,Masculino,45-49,56,1:12:31.98,1:20:47.60,7:15,
843.,Masculino,40-44,83,1:12:36.13,1:14:39.42,7:16,
844.,Masculino,35-39,110,1:12:37.84,1:17:00.02,7:16,
845.,Feminino,35-39,57,1:12:38.69,1:14:42.07,7:16,
846.,Masculino,60-64,36,1:12:39.86,1:14:36.61,7:16,
847.,Masculino,40-44,84,1:12:41.12,1:13:23.28,7:16,
848.,Masculino,40-44,85,1:12:42.20,1:15:02.39,7:16,
849.,Masculino,18-24,29,1:12:46.00,1:16:50.38,7:17,
850.,Masculino,45-49,57,1:12:46.20,1:13:17.88,7:17,
851.,Feminino,45-49,43,1:12:46.53,1:16:34.60,7:17,
852.,Feminino,35-39,58,1:12:48.40,1:16:22.46,7:17,
853.,Masculino,50-54,43,1:12:51.54,1:18:37.09,7:17,
854.,Feminino,35-39,59,1:12:52.70,1:17:36.89,7:17,
855.,Masculino,35-39,111,1:12:53.46,1:14:58.85,7:17,
856.,Masculino,18-24,30,1:13:06.94,1:14:51.26,7:19,
857.,Masculino,40-44,86,1:13:07.38,1:17:30.99,7:19,
858.,Masculino,45-49,58,1:13:09.22,1:16:09.78,7:19,
859.,Masculino,25-34,124,1:13:10.21,1:16:30.26,7:19,
860.,Masculino,45-49,59,1:13:14.37,1:14:33.06,7:19,
861.,Masculino,25-34,125,1:13:16.13,1:20:01.74,7:20,
862.,Feminino,25-34,84,1:13:18.17,1:16:57.47,7:20,
863.,Feminino,25-34,85,1:13:19.49,1:16:57.48,7:20,
864.,Feminino,25-34,86,1:13:26.92,1:15:52.69,7:20,
865.,Feminino,25-34,87,1:13:43.07,1:16:42.74,7:22,
866.,Feminino,60-64,10,1:13:43.12,1:14:20.23,7:22,
867.,Feminino,25-34,88,1:13:43.62,1:19:02.90,7:22,
868.,Masculino,35-39,112,1:13:44.82,1:18:06.19,7:22,
869.,Masculino,40-44,87,1:13:45.04,1:16:30.04,7:23,
870.,Masculino,60-64,37,1:13:47.30,1:16:59.63,7:23,
871.,Masculino,50-54,44,1:13:52.88,1:23:14.04,7:23,
872.,Masculino,25-34,126,1:13:54.67,1:17:03.56,7:23,
873.,Feminino,35-39,60,1:13:55.85,1:15:18.48,7:23,
874.,Feminino,25-34,89,1:13:58.43,1:20:04.08,7:24,
875.,Feminino,45-49,44,1:14:03.42,1:21:49.50,7:24,
876.,Feminino,45-49,45,1:14:05.12,1:19:05.37,7:25,
877.,Feminino,50-54,17,1:14:05.34,1:14:28.52,7:25,
878.,Feminino,35-39,61,1:14:08.75,1:21:53.95,7:25,
879.,Feminino,25-34,90,1:14:09.05,1:14:42.28,7:25,
880.,Feminino,50-54,18,1:14:09.63,1:16:11.79,7:25,
881.,Feminino,25-34,91,1:14:09.96,1:14:41.26,7:25,
882.,Masculino,40-44,88,1:14:11.08,1:17:22.53,7:25,
883.,Masculino,25-34,127,1:14:18.71,1:19:56.62,7:26,
884.,Masculino,18-24,31,1:14:20.41,1:18:54.98,7:26,
885.,Feminino,25-34,92,1:14:20.73,1:18:07.05,7:26,
886.,Feminino,45-49,46,1:14:22.26,1:16:37.76,7:26,
887.,Feminino,50-54,19,1:14:22.38,1:21:51.77,7:26,
888.,Masculino,18-24,32,1:14:27.41,1:15:51.89,7:26,
889.,Feminino,35-39,62,1:14:32.10,1:19:03.84,7:27,
890.,Feminino,40-44,58,1:14:33.72,1:17:26.93,7:28,
891.,Masculino,35-39,113,1:14:40.67,1:20:32.99,7:28,
892.,Feminino,35-39,63,1:14:41.47,1:19:56.66,7:28,
893.,Masculino,40-44,89,1:14:43.39,1:17:38.31,7:28,
894.,Feminino,25-34,93,1:14:47.63,1:15:50.61,7:29,
895.,Feminino,25-34,94,1:14:47.70,1:15:43.85,7:29,
896.,Feminino,45-49,47,1:14:50.28,1:18:28.07,7:29,
897.,Feminino,45-49,48,1:14:52.53,1:16:00.85,7:29,
898.,Feminino,45-49,49,1:15:00.57,1:19:13.15,7:30,
899.,Masculino,50-54,45,1:15:03.84,1:23:00.38,7:30,
900.,Feminino,45-49,50,1:15:06.13,1:17:29.40,7:31,
901.,Masculino,35-39,114,1:15:08.12,1:22:29.77,7:31,
902.,Feminino,50-54,20,1:15:18.42,1:22:25.95,7:32,
903.,Feminino,50-54,21,1:15:21.33,1:18:26.53,7:32,
904.,Feminino,40-44,59,1:15:21.48,1:22:04.04,7:32,
905.,Feminino,55-59,18,1:15:24.07,1:16:34.29,7:32,
906.,Feminino,60-64,11,1:15:24.72,1:19:18.50,7:32,
907.,Feminino,25-34,95,1:15:28.35,1:16:50.39,7:33,
908.,Masculino,40-44,90,1:15:31.65,1:18:59.36,7:33,
909.,Feminino,55-59,19,1:15:37.68,1:22:12.58,7:34,
910.,Masculino,18-24,33,1:15:37.93,1:18:52.89,7:34,
911.,Feminino,35-39,64,1:15:44.97,1:20:38.91,7:34,
912.,Masculino,50-54,46,1:15:48.03,1:24:29.09,7:35,
913.,Masculino,50-54,47,1:15:48.54,1:21:18.89,7:35,
914.,Feminino,35-39,65,1:15:52.50,1:22:43.91,7:35,
915.,Masculino,25-34,128,1:15:58.42,1:19:38.52,7:36,
916.,Feminino,45-49,51,1:16:00.11,1:20:12.24,7:36,
917.,Feminino,60-64,12,1:16:00.55,1:23:29.21,7:36,
918.,Feminino,60-64,13,1:16:02.77,1:21:04.21,7:36,
919.,Masculino,25-34,129,1:16:08.76,1:18:13.70,7:37,
920.,Masculino,35-39,115,1:16:25.08,1:19:30.12,7:38,
921.,Feminino,18-24,13,1:16:25.93,1:17:00.03,7:38,
922.,Masculino,60-64,38,1:16:26.52,1:20:16.84,7:38,
923.,Masculino,45-49,60,1:16:31.05,1:19:13.24,7:39,
924.,Masculino,35-39,116,1:16:33.84,1:21:01.29,7:39,
925.,Feminino,50-54,22,1:16:33.88,1:20:46.34,7:39,
926.,Feminino,45-49,52,1:16:35.31,1:21:00.73,7:40,
927.,Masculino,25-34,130,1:16:38.42,1:16:55.00,7:40,
928.,Masculino,40-44,91,1:16:39.34,1:21:31.19,7:40,
929.,Masculino,25-34,131,1:16:44.60,1:19:07.10,7:40,
930.,Feminino,55-59,20,1:16:48.20,1:19:34.02,7:41,
931.,Feminino,40-44,60,1:16:52.10,1:23:12.56,7:41,
932.,Masculino,60-64,39,1:16:55.38,1:16:55.38,7:41,
933.,Feminino,55-59,21,1:16:59.81,1:18:01.55,7:42,
934.,Feminino,35-39,66,1:17:01.59,1:24:58.47,7:42,
935.,Feminino,40-44,61,1:17:02.77,1:22:18.76,7:42,
936.,Masculino,35-39,117,1:17:08.66,1:19:50.76,7:43,
937.,Feminino,35-39,67,1:17:10.30,1:19:51.72,7:43,
938.,Feminino,40-44,62,1:17:17.85,1:22:02.97,7:44,
939.,Feminino,35-39,68,1:17:19.00,1:17:55.58,7:44,
940.,Feminino,45-49,53,1:17:21.77,1:20:29.33,7:44,
941.,Masculino,40-44,92,1:17:23.43,1:18:58.71,7:44,
942.,Feminino,25-34,96,1:17:24.88,1:21:20.17,7:44,
943.,Masculino,60-64,40,1:17:26.50,1:19:27.71,7:44,
944.,Feminino,18-24,14,1:17:29.18,1:24:59.59,7:45,
945.,Masculino,35-39,118,1:17:40.89,1:19:50.65,7:46,
946.,Masculino,65-69,18,1:17:51.04,1:24:48.46,7:47,
947.,Feminino,65-69,3,1:18:12.39,1:20:25.95,7:49,
948.,Masculino,45-49,61,1:18:15.31,1:21:10.31,7:49,
949.,Feminino,40-44,63,1:18:27.76,1:24:24.12,7:51,
950.,Feminino,55-59,22,1:18:28.64,1:24:24.69,7:51,
951.,Feminino,60-64,14,1:18:31.17,1:21:01.32,7:51,
952.,Feminino,40-44,64,1:18:33.22,1:21:07.38,7:52,
953.,Masculino,35-39,119,1:18:37.98,1:26:30.85,7:52,
954.,Feminino,35-39,69,1:18:38.27,1:28:00.88,7:52,
955.,Feminino,25-34,97,1:18:38.91,1:20:40.03,7:52,
956.,Masculino,25-34,132,1:18:44.88,1:21:11.38,7:52,
957.,Feminino,40-44,65,1:18:46.85,1:27:05.55,7:53,
958.,Feminino,50-54,23,1:18:48.48,1:26:22.58,7:53,
959.,Feminino,35-39,70,1:18:52.12,1:24:41.91,7:53,
960.,Masculino,35-39,120,1:18:55.94,1:22:39.35,7:53,
961.,Feminino,25-34,98,1:19:00.32,1:20:38.68,7:54,
962.,Feminino,45-49,54,1:19:07.57,1:24:09.39,7:55,
963.,Masculino,40-44,93,1:19:08.35,1:24:11.01,7:55,
964.,Feminino,18-24,15,1:19:11.39,1:22:24.12,7:55,
965.,Masculino,35-39,121,1:19:15.04,1:25:40.14,7:55,
966.,Feminino,25-34,99,1:19:21.10,1:20:42.52,7:56,
967.,Masculino,45-49,62,1:19:40.30,1:21:58.33,7:58,
968.,Masculino,60-64,41,1:19:55.91,1:26:35.10,7:59,
969.,Feminino,40-44,66,1:20:07.24,1:22:22.08,8:01,
970.,Feminino,25-34,100,1:20:08.55,1:22:21.42,8:01,
971.,Masculino,18-24,34,1:20:08.86,1:27:08.75,8:01,
972.,Masculino,40-44,94,1:20:23.26,1:24:01.40,8:02,
973.,Feminino,50-54,24,1:20:25.43,1:22:46.67,8:02,
974.,Feminino,35-39,71,1:20:27.49,1:27:50.64,8:02,
975.,Feminino,40-44,67,1:20:28.37,1:22:00.97,8:03,
976.,Masculino,25-34,133,1:20:29.46,1:22:55.28,8:03,
977.,Feminino,45-49,55,1:20:32.37,1:24:12.46,8:03,
978.,Feminino,25-34,101,1:20:32.58,1:21:26.12,8:03,
979.,Masculino,65-69,19,1:20:33.84,1:20:54.48,8:04,
980.,Feminino,55-59,23,1:20:34.03,1:20:55.37,8:04,
981.,Feminino,55-59,24,1:20:34.81,1:21:51.53,8:04,
982.,Masculino,40-44,95,1:20:39.55,1:27:20.59,8:04,
983.,Feminino,50-54,25,1:20:41.23,1:23:15.29,8:04,
984.,Masculino,40-44,96,1:20:53.04,1:27:46.33,8:05,
985.,Masculino,35-39,122,1:20:56.10,1:30:07.77,8:05,
986.,Feminino,40-44,68,1:21:02.00,1:26:54.43,8:06,
987.,Masculino,25-34,134,1:21:09.53,1:28:31.46,8:07,
988.,Feminino,55-59,25,1:21:22.57,1:28:36.04,8:08,
989.,Masculino,35-39,123,1:21:23.47,1:27:11.19,8:08,
990.,Masculino,75+,1,1:21:30.01,1:23:08.67,8:09,
991.,Masculino,35-39,124,1:21:30.33,1:24:46.71,8:09,
992.,Feminino,35-39,72,1:21:32.35,1:28:20.56,8:09,
993.,Feminino,60-64,15,1:21:37.82,1:27:31.60,8:10,
994.,Feminino,25-34,102,1:21:42.37,1:28:55.75,8:10,
995.,Masculino,25-34,135,1:21:44.32,1:28:56.05,8:10,
996.,Feminino,18-24,16,1:21:59.62,1:27:58.53,8:12,
997.,Feminino,55-59,26,1:22:04.35,1:23:10.92,8:13,
998.,Feminino,50-54,26,1:22:04.57,1:22:14.55,8:13,
999.,Feminino,25-34,103,1:22:11.69,1:25:48.49,8:13,
1000.,Feminino,25-34,104,1:22:19.51,1:29:31.55,8:14,
1001.,Feminino,35-39,73,1:22:35.56,1:26:51.64,8:16,
1002.,Feminino,25-34,105,1:22:39.68,1:28:27.24,8:16,
1003.,Feminino,25-34,106,1:22:52.54,1:29:10.34,8:17,
1004.,Masculino,25-34,136,1:22:52.99,1:29:11.48,8:17,
1005.,Masculino,35-39,125,1:23:04.10,1:23:04.10,8:19,
1006.,Masculino,18-24,35,1:23:04.25,1:31:19.37,8:19,
1007.,Feminino,40-44,69,1:23:17.34,1:26:26.70,8:20,
1008.,Feminino,55-59,27,1:23:21.12,1:25:59.75,8:20,
1009.,Feminino,50-54,27,1:23:21.51,1:29:12.22,8:20,
1010.,Feminino,60-64,16,1:23:21.84,1:29:11.48,8:20,
1011.,Feminino,18-24,17,1:23:28.61,1:31:11.99,8:21,
1012.,Feminino,45-49,56,1:23:41.83,1:23:41.83,8:22,
1013.,Feminino,40-44,70,1:23:42.06,1:23:42.06,8:22,
1014.,Feminino,40-44,71,1:23:53.81,1:26:39.75,8:23,
1015.,Feminino,40-44,72,1:24:01.86,1:31:21.61,8:24,
1016.,Feminino,60-64,17,1:24:10.66,1:30:45.95,8:25,
1017.,Feminino,35-39,74,1:24:15.64,1:26:09.31,8:26,
1018.,Feminino,40-44,73,1:24:29.46,1:26:51.16,8:27,
1019.,Masculino,40-44,97,1:24:51.48,1:24:51.48,8:29,
1020.,Masculino,45-49,63,1:25:03.70,1:31:55.37,8:30,
1021.,Feminino,35-39,75,1:25:16.81,1:28:01.45,8:32,
1022.,Masculino,45-49,64,1:25:20.80,1:28:30.85,8:32,
1023.,Feminino,25-34,107,1:25:30.24,1:31:29.90,8:33,
1024.,Masculino,60-64,42,1:25:50.35,1:26:15.99,8:35,
1025.,Feminino,40-44,74,1:26:08.93,1:30:29.98,8:37,
1026.,Masculino,25-34,137,1:26:30.99,1:31:00.06,8:39,
1027.,Feminino,70-74,1,1:26:31.48,1:29:58.77,8:39,
1028.,Feminino,50-54,28,1:26:41.99,1:34:12.80,8:40,
1029.,Masculino,55-59,36,1:26:52.88,1:27:36.41,8:41,
1030.,Masculino,25-34,138,1:26:54.29,1:34:02.01,8:41,
1031.,Masculino,35-39,126,1:26:59.06,1:28:28.84,8:42,
1032.,Feminino,35-39,76,1:26:59.23,1:28:29.32,8:42,
1033.,Masculino,35-39,127,1:27:00.94,1:28:46.94,8:42,
1034.,Masculino,18-24,36,1:27:04.81,1:32:29.07,8:43,
1035.,Masculino,25-34,139,1:27:12.05,1:34:19.59,8:43,
1036.,Feminino,18-24,18,1:27:16.68,1:27:51.57,8:44,
1037.,Masculino,60-64,43,1:27:30.13,1:35:25.29,8:45,
1038.,Masculino,50-54,48,1:27:39.64,1:27:39.64,8:46,
1039.,Masculino,60-64,44,1:27:49.22,1:29:46.43,8:47,
1040.,Feminino,60-64,18,1:27:50.06,1:29:46.75,8:47,
1041.,Masculino,40-44,98,1:27:50.26,1:32:33.02,8:47,
1042.,Feminino,40-44,75,1:27:52.59,1:33:49.76,8:47,
1043.,Masculino,25-34,140,1:28:12.11,1:31:22.58,8:49,
1044.,Feminino,40-44,76,1:28:42.50,1:32:20.64,8:52,
1045.,Feminino,25-34,108,1:28:43.21,1:31:13.15,8:52,
1046.,Feminino,25-34,109,1:28:46.13,1:31:18.34,8:53,
1047.,Masculino,35-39,128,1:28:49.26,1:30:51.54,8:53,
1048.,Masculino,18-24,37,1:29:05.49,1:30:10.80,8:55,
1049.,Feminino,45-49,57,1:29:09.90,1:31:23.20,8:55,
1050.,Feminino,25-34,110,1:29:11.32,1:29:34.66,8:55,
1051.,Feminino,45-49,58,1:29:25.61,1:32:08.57,8:56,
1052.,Feminino,45-49,59,1:29:28.81,1:35:13.59,8:57,
1053.,Feminino,40-44,77,1:30:29.37,1:33:01.06,9:03,
1054.,Feminino,50-54,29,1:30:32.40,1:32:45.33,9:03,
1055.,Feminino,55-59,28,1:30:52.10,1:31:22.59,9:05,
1056.,Masculino,45-49,65,1:31:04.39,1:31:04.39,9:07,
1057.,Masculino,55-59,37,1:31:10.39,1:36:11.69,9:07,
1058.,Masculino,40-44,99,1:31:20.58,1:31:20.58,9:08,
1059.,Masculino,50-54,49,1:31:46.05,1:35:38.67,9:11,
1060.,Masculino,40-44,100,1:32:28.69,1:35:50.70,9:15,
1061.,Feminino,35-39,77,1:32:34.58,1:39:41.30,9:16,
1062.,Feminino,25-34,111,1:33:17.95,1:36:45.17,9:20,
1063.,Feminino,40-44,78,1:33:54.47,1:40:46.88,9:23,
1064.,Feminino,45-49,60,1:34:17.75,1:42:29.25,9:26,
1065.,Feminino,35-39,78,1:36:05.20,1:42:46.85,9:37,
1066.,Feminino,55-59,29,1:36:52.02,1:44:05.88,9:41,
1067.,Feminino,35-39,79,1:37:15.76,1:44:04.69,9:43,
1068.,Masculino,25-34,141,1:37:18.04,1:42:24.02,9:44,
1069.,Masculino,60-64,45,1:38:26.68,1:44:58.45,9:50,
1070.,Feminino,50-54,30,1:39:05.86,1:42:14.10,9:55,
1071.,Feminino,35-39,80,1:40:06.79,1:40:41.17,10:01,
1072.,Masculino,35-39,129,1:44:36.31,1:44:36.31,10:28,
1073.,Masculino,25-34,142,1:45:46.12,1:49:46.81,10:35,
1074.,Masculino,70-74,5,1:47:17.41,1:50:20.41,10:44,
1075.,Masculino,70-74,6,1:47:40.83,1:51:23.67,10:46,
1076.,Masculino,25-34,143,1:31:07.00,1:50:03.00,11:00,
1077.,Masculino,40-44,101,1:54:23.95,1:54:23.95,11:26,
1078.,Masculino,35-39,130,2:26:38.96,2:26:38.96,14:40,
1079.,Masculino,45-49,66,2:33:21.78,2:33:21.78,15:20,